name,model,method,condition,num_residues,inference_time,cache_hit_rate,n_computed_steps,rmsd_vs_gt,tm_score_vs_gt,rmsd_vs_baseline
2doqD00,simplefold_100M,uniform,250.0,81,3.6471409797668457,,,34.64555943476381,0.016103420273801,
2doqD00,simplefold_100M,adaptive,0.0,81,6.731642246246338,0.0,500.0,31.65345822621606,0.0274609225430404,
2doqD00,simplefold_100M,adaptive,0.01,81,2.620445251464844,0.644,178.0,31.702034398844305,0.0274702121496816,0.1276216989918717
2doqD00,simplefold_100M,adaptive,0.05,81,1.1094908714294434,0.88,60.0,31.85586495526128,0.0275500136277178,0.4292034763720541
2doqD00,simplefold_100M,adaptive,0.1,81,0.8277492523193359,0.928,36.0,32.507772800913266,0.0277079736525517,1.86983213051949
2doqD00,simplefold_100M,adaptive,0.2,81,0.6480350494384766,0.952,24.0,32.84710378635814,0.0251179959067228,3.1120171083981982
2doqD00,simplefold_100M,adaptive,0.4,81,0.5490529537200928,0.968,16.0,33.91822005793559,0.0197144328508281,6.505804103369215
2doqD00,simplefold_100M,adaptive,0.5,81,0.5330400466918945,0.97,15.0,33.03350804090462,0.017351668121435,6.217718769179844
2doqD00,simplefold_100M,adaptive,1.0,81,0.4997320175170898,0.976,12.0,31.754694785108494,0.0245825287322827,12.934202787151392
1uunA02,simplefold_100M,uniform,12.0,52,0.1489129066467285,,,339.3685494576346,5.6399121615970414e-05,
1uunA02,simplefold_100M,uniform,15.0,52,0.1931281089782714,,,236.73666028486676,0.0001306016373972,
1uunA02,simplefold_100M,uniform,16.0,52,0.2057490348815918,,,220.3499490370334,0.0001516046374159,
1uunA02,simplefold_100M,uniform,24.0,52,0.3076417446136474,,,135.85555180323948,0.0005063126147009,
1uunA02,simplefold_100M,uniform,36.0,52,0.4536390304565429,,,56.38799021692708,0.0062895145316227,
1uunA02,simplefold_100M,uniform,59.0,52,0.7400388717651367,,,23.01404520050178,0.0208546092267287,
1uunA02,simplefold_100M,uniform,100.0,52,1.2385749816894531,,,27.493748873108345,0.0095559969602881,
1uunA02,simplefold_100M,uniform,171.0,52,2.0185420513153076,,,17.55755392198315,0.0418261250115517,
1uunA02,simplefold_100M,uniform,250.0,52,2.991852045059204,,,17.873710923015224,0.0405424597241339,
1uunA02,simplefold_100M,adaptive,0.0,52,5.6557300090789795,0.0,500.0,17.171002571930057,0.0494103962914685,
1uunA02,simplefold_100M,adaptive,0.01,52,2.4277167320251465,0.604,198.0,17.16025376620748,0.0498753324936817,0.2629811072401204
1uunA02,simplefold_100M,adaptive,0.05,52,1.0747361183166504,0.864,68.0,16.641473669450022,0.0544067160692747,1.4308541195208273
1uunA02,simplefold_100M,adaptive,0.1,52,0.7853529453277588,0.92,40.0,16.869941252772445,0.057604592522043,1.2918495500928704
1uunA02,simplefold_100M,adaptive,0.2,52,0.6576762199401855,0.948,26.0,15.90888506814474,0.0667651825316956,3.810623260501228
1uunA02,simplefold_100M,adaptive,0.4,52,0.5449228286743164,0.964,18.0,15.719244880753749,0.0655120122238223,5.223984163976778
1uunA02,simplefold_100M,adaptive,0.5,52,0.522575855255127,0.968,16.0,16.15819802118056,0.0729157564639323,4.309455642717898
1uunA02,simplefold_100M,adaptive,1.0,52,0.4948761463165283,0.974,13.0,16.070488223032505,0.0679037941280786,7.643706734372862
3f3fD01,simplefold_100M,uniform,12.0,51,0.1545681953430175,,,344.27471740982514,5.509271650336176e-05,
3f3fD01,simplefold_100M,uniform,15.0,51,0.1909551620483398,,,245.83932341304427,0.0001112951870946,
3f3fD01,simplefold_100M,uniform,16.0,51,0.2030439376831054,,,225.48947120400652,0.0001417759369134,
3f3fD01,simplefold_100M,uniform,24.0,51,0.3112878799438476,,,136.7761303479151,0.0006519423288178,
3f3fD01,simplefold_100M,uniform,36.0,51,0.4627840518951416,,,44.356909360611766,0.0131216932651305,
3f3fD01,simplefold_100M,uniform,59.0,51,0.7501711845397949,,,10.736880265384778,0.0779905741677968,
3f3fD01,simplefold_100M,uniform,100.0,51,1.2057609558105469,,,10.49290253310908,0.0641965559485887,
3f3fD01,simplefold_100M,uniform,171.0,51,2.174133062362671,,,10.55261232748056,0.0653657082359422,
3f3fD01,simplefold_100M,uniform,250.0,51,3.058220148086548,,,10.328210035875731,0.0687078832285803,
3f3fD01,simplefold_100M,adaptive,0.0,51,5.808996915817261,0.0,500.0,9.775551786968968,0.1265501858411722,
3f3fD01,simplefold_100M,adaptive,0.01,51,2.423913955688477,0.622,189.0,9.709606875578933,0.1270648228758437,0.3631907052180471
3f3fD01,simplefold_100M,adaptive,0.05,51,1.073991060256958,0.868,66.0,9.880477790908673,0.125703085740851,1.1884337976530952
3f3fD01,simplefold_100M,adaptive,0.1,51,0.7810869216918945,0.922,39.0,9.88996547722954,0.1250590544556832,2.1739193177640015
3f3fD01,simplefold_100M,adaptive,0.2,51,0.639625072479248,0.95,25.0,9.754258553275402,0.123409398574521,2.540659302192164
3f3fD01,simplefold_100M,adaptive,0.4,51,0.5524590015411377,0.966,17.0,10.216488111940787,0.1252262241348994,3.833302905001037
3f3fD01,simplefold_100M,adaptive,0.5,51,0.5198290348052979,0.97,15.0,11.36549438486638,0.0816199359032766,4.965990051163256
3f3fD01,simplefold_100M,adaptive,1.0,51,0.4837641716003418,0.976,12.0,12.718530251430852,0.0500483271000414,10.98845999023594
3fvcA02,simplefold_100M,uniform,12.0,100,0.177701711654663,,,355.28865571723736,0.0001245568383193,
3fvcA02,simplefold_100M,uniform,15.0,100,0.2277941703796386,,,263.91591275175875,0.000250278222667,
3fvcA02,simplefold_100M,uniform,16.0,100,0.246614933013916,,,241.7701004736088,0.0003191189742034,
3fvcA02,simplefold_100M,uniform,24.0,100,0.4148390293121338,,,153.38916826530843,0.000903867867743,
3fvcA02,simplefold_100M,uniform,36.0,100,0.5931639671325684,,,61.773674105707954,0.0247208867388895,
3fvcA02,simplefold_100M,uniform,59.0,100,0.874579906463623,,,28.759577035848636,0.0305139960894662,
3fvcA02,simplefold_100M,uniform,100.0,100,1.5001420974731443,,,41.10426678067915,0.0251614147551119,
3fvcA02,simplefold_100M,uniform,171.0,100,2.645559787750244,,,21.94461166366202,0.0837049898856304,
3fvcA02,simplefold_100M,uniform,250.0,100,3.7248029708862305,,,21.578491406476584,0.0540522447649325,
3fvcA02,simplefold_100M,adaptive,0.0,100,7.055599927902222,0.0,500.0,23.55137650254284,0.0550514299353317,
3fvcA02,simplefold_100M,adaptive,0.01,100,2.8660988807678223,0.624,188.0,23.66843004135221,0.0576051624513393,1.7833718260854745
3fvcA02,simplefold_100M,adaptive,0.05,100,1.1757121086120603,0.878,61.0,23.33028388887371,0.0799437212458258,3.568895651247403
3fvcA02,simplefold_100M,adaptive,0.1,100,0.8578150272369385,0.924,38.0,23.261907186134376,0.0788346604341933,6.072658236387387
3fvcA02,simplefold_100M,adaptive,0.2,100,0.684898853302002,0.95,25.0,24.52566659241053,0.0714006656704708,4.949588801556223
3fvcA02,simplefold_100M,adaptive,0.4,100,0.579495906829834,0.966,17.0,23.48712469297737,0.0573043829293122,8.998728156466857
3fvcA02,simplefold_100M,adaptive,0.5,100,0.5597529411315918,0.97,15.0,23.784400574143707,0.0843974163151441,6.424980364902235
3fvcA02,simplefold_100M,adaptive,1.0,100,0.5191841125488281,0.976,12.0,24.708323188675784,0.0485128130757258,14.037567893793742
2jn0A00,simplefold_100M,uniform,12.0,50,0.1453461647033691,,,299.035345009286,7.118676994494671e-05,
2jn0A00,simplefold_100M,uniform,15.0,50,0.186974287033081,,,217.80665009212169,0.0001307805521706,
2jn0A00,simplefold_100M,uniform,16.0,50,0.2048718929290771,,,193.19495045425137,0.0001838146902411,
2jn0A00,simplefold_100M,uniform,24.0,50,0.3107738494873047,,,58.76897350842577,0.005995855014395,
2jn0A00,simplefold_100M,uniform,36.0,50,0.4735670089721679,,,43.24863025026328,0.011345808640876,
2jn0A00,simplefold_100M,uniform,59.0,50,0.7459609508514404,,,14.980548846458635,0.0687335600252734,
2jn0A00,simplefold_100M,uniform,100.0,50,1.1981842517852783,,,2.3839241119226,0.7169039643619531,
2jn0A00,simplefold_100M,uniform,171.0,50,2.142970085144043,,,2.3639991038850945,0.7226214457409627,
2jn0A00,simplefold_100M,uniform,250.0,50,3.0233988761901855,,,2.378293271066348,0.720647459159235,
2jn0A00,simplefold_100M,adaptive,0.0,50,5.798489093780518,0.0,500.0,2.410668164603293,0.713495741934778,
2jn0A00,simplefold_100M,adaptive,0.01,50,2.4924421310424805,0.604,198.0,2.4109017961739183,0.713680361122928,0.0119260433815944
2jn0A00,simplefold_100M,adaptive,0.05,50,1.0877740383148191,0.868,66.0,2.4128961246922667,0.7137059497696329,0.0501857274387602
2jn0A00,simplefold_100M,adaptive,0.1,50,0.7899141311645508,0.92,40.0,2.416087945577504,0.7032737047144526,0.5336524710870367
2jn0A00,simplefold_100M,adaptive,0.2,50,0.645097017288208,0.948,26.0,2.4095024366508584,0.6995978313935037,0.5790786835379351
2jn0A00,simplefold_100M,adaptive,0.4,50,0.5345878601074219,0.966,17.0,3.9624291610779463,0.3912975166266368,2.8330694160190544
2jn0A00,simplefold_100M,adaptive,0.5,50,0.5165450572967529,0.97,15.0,4.62992610063885,0.2714692493205137,4.174057477681267
2jn0A00,simplefold_100M,adaptive,1.0,50,0.4862270355224609,0.976,12.0,10.583912365539296,0.0820937055017247,10.048229950407256
2efkA01,simplefold_100M,uniform,12.0,256,0.2736063003540039,,,345.9810358433184,0.0003394124420585,
2efkA01,simplefold_100M,uniform,15.0,256,0.333979845046997,,,257.03929167310423,0.0006551115507442,
2efkA01,simplefold_100M,uniform,16.0,256,0.3768811225891113,,,237.16296713980535,0.0008129377076584,
2efkA01,simplefold_100M,uniform,24.0,256,0.535193681716919,,,119.26057157848804,0.0051369721791489,
2efkA01,simplefold_100M,uniform,36.0,256,0.7984702587127686,,,61.07510232417619,0.0342162188893712,
2efkA01,simplefold_100M,uniform,59.0,256,1.3115448951721191,,,53.872798406982135,0.0300598447731455,
2efkA01,simplefold_100M,uniform,100.0,256,2.2484753131866455,,,21.084764166994407,0.1267581061287312,
2efkA01,simplefold_100M,uniform,171.0,256,3.8765978813171382,,,6.283431515819455,0.5778331661487586,
2efkA01,simplefold_100M,uniform,250.0,256,5.629225015640259,,,4.337095433596049,0.7798624594243668,
2efkA01,simplefold_100M,adaptive,0.0,256,10.707880020141602,0.0,500.0,5.349926858459684,0.6673469919814619,
2efkA01,simplefold_100M,adaptive,0.01,256,3.742032051086426,0.678,161.0,5.425162425506468,0.6581691033838664,0.2193146553978204
2efkA01,simplefold_100M,adaptive,0.05,256,1.4435198307037354,0.896,52.0,5.675551293512238,0.6324906911734784,0.7083627278737639
2efkA01,simplefold_100M,adaptive,0.1,256,1.025515079498291,0.936,32.0,5.870797947373522,0.6128418371501476,1.168488665027
2efkA01,simplefold_100M,adaptive,0.2,256,0.8277802467346191,0.956,22.0,6.01172779970007,0.6020658528722374,1.4399670778385512
2efkA01,simplefold_100M,adaptive,0.4,256,0.6878929138183594,0.968,16.0,6.4903040459196175,0.5651613861294087,2.438881319457261
2efkA01,simplefold_100M,adaptive,0.5,256,0.6488487720489502,0.972,14.0,9.224156927958424,0.4034912638908219,6.306294066563953
2efkA01,simplefold_100M,adaptive,1.0,256,0.6035950183868408,0.976,12.0,9.3433279852992,0.4011589072456133,6.538722018352796
4uf1A00,simplefold_100M,uniform,12.0,135,0.2064151763916015,,,350.7581238691269,0.0001797940914555,
4uf1A00,simplefold_100M,uniform,15.0,135,0.2568659782409668,,,271.0861551129571,0.0003049527398864,
4uf1A00,simplefold_100M,uniform,16.0,135,0.2708528041839599,,,250.72559012506392,0.0003666901982367,
4uf1A00,simplefold_100M,uniform,24.0,135,0.3976368904113769,,,121.34894898569144,0.0023061154167262,
4uf1A00,simplefold_100M,uniform,36.0,135,0.6023781299591064,,,54.01113426675774,0.0194701217829862,
4uf1A00,simplefold_100M,uniform,59.0,135,0.981848955154419,,,21.77931231411237,0.0789934936600773,
4uf1A00,simplefold_100M,uniform,100.0,135,1.7004821300506592,,,11.461804846266553,0.4197119525644337,
4uf1A00,simplefold_100M,uniform,171.0,135,2.8542630672454834,,,11.455950952430983,0.4169741965108001,
4uf1A00,simplefold_100M,uniform,250.0,135,4.210541009902954,,,11.656947358909449,0.4065087117609229,
4uf1A00,simplefold_100M,adaptive,0.0,135,8.121928930282593,0.0,500.0,11.458039777441998,0.4282020553093053,
4uf1A00,simplefold_100M,adaptive,0.01,135,3.160362958908081,0.642,179.0,11.457394013855302,0.4281968333499393,0.0137552213117531
4uf1A00,simplefold_100M,adaptive,0.05,135,1.262833833694458,0.882,59.0,11.471899549910235,0.4280850935403556,0.0469231568256438
4uf1A00,simplefold_100M,adaptive,0.1,135,0.910576343536377,0.928,36.0,11.4806453973306,0.42844342483679,0.1063209147338405
4uf1A00,simplefold_100M,adaptive,0.2,135,0.7299871444702148,0.952,24.0,11.565532234626916,0.424558653616472,0.5497632018872826
4uf1A00,simplefold_100M,adaptive,0.4,135,0.6320772171020508,0.968,16.0,11.654321927564514,0.3575659919732664,3.044762152363091
4uf1A00,simplefold_100M,adaptive,0.5,135,0.5882968902587891,0.97,15.0,11.771165549071284,0.368330294676818,2.973690951328696
4uf1A00,simplefold_100M,adaptive,1.0,135,0.546238899230957,0.976,12.0,14.524492988623976,0.1830898127094727,8.843128910015235
1q0vA00,simplefold_100M,uniform,12.0,81,0.1694662570953369,,,318.70750284909667,0.0001264327030667,
1q0vA00,simplefold_100M,uniform,15.0,81,0.2135357856750488,,,232.49533185021355,0.0002315694046939,
1q0vA00,simplefold_100M,uniform,16.0,81,0.2384507656097412,,,211.0606300418421,0.0002835039895506,
1q0vA00,simplefold_100M,uniform,24.0,81,0.395792007446289,,,110.44198172090547,0.0064110964110665,
1q0vA00,simplefold_100M,uniform,36.0,81,0.5526387691497803,,,60.92676866790471,0.0058633343919318,
1q0vA00,simplefold_100M,uniform,59.0,81,0.8781259059906006,,,35.699025989414224,0.0122881821960423,
1q0vA00,simplefold_100M,uniform,100.0,81,1.5236170291900637,,,47.38824648098367,0.0071920983152408,
1q0vA00,simplefold_100M,uniform,171.0,81,2.5817761421203613,,,46.406647663821694,0.0136793141612727,
1q0vA00,simplefold_100M,uniform,250.0,81,3.4934561252593994,,,43.23384014453439,0.0276543186694067,
1q0vA00,simplefold_100M,adaptive,0.0,81,6.7607927322387695,0.0,500.0,43.322285635203926,0.0212426777477435,
1q0vA00,simplefold_100M,adaptive,0.01,81,2.6458871364593506,0.636,182.0,43.49429345659816,0.0197616740868825,2.1958898041654984
1q0vA00,simplefold_100M,adaptive,0.05,81,1.136815071105957,0.88,60.0,44.59105949374393,0.0113317531387173,8.721990624059593
1q0vA00,simplefold_100M,adaptive,0.1,81,0.8472447395324707,0.926,37.0,47.385229947001555,0.012897449724933,11.967363947628664
1q0vA00,simplefold_100M,adaptive,0.2,81,0.6586909294128418,0.952,24.0,43.63554978444245,0.0199644825082765,3.2539032437861404
1q0vA00,simplefold_100M,adaptive,0.4,81,0.565666675567627,0.966,17.0,44.189945718328886,0.0276467758658482,4.0487137096728425
1q0vA00,simplefold_100M,adaptive,0.5,81,0.5477430820465088,0.97,15.0,43.686570008465225,0.0154545345292221,7.509492181327701
1q0vA00,simplefold_100M,adaptive,1.0,81,0.5100438594818115,0.976,12.0,45.79927884728699,0.0191620754719747,13.11352233876024
1u3oA01,simplefold_100M,uniform,12.0,62,0.1561338901519775,,,344.7220482630574,7.028911925403439e-05,
1u3oA01,simplefold_100M,uniform,15.0,62,0.2001590728759765,,,266.0602515375906,0.0001258892775003,
1u3oA01,simplefold_100M,uniform,16.0,62,0.214616060256958,,,255.65286888205927,0.0001309089910577,
1u3oA01,simplefold_100M,uniform,24.0,62,0.3094568252563476,,,158.41954360052074,0.0004772780153463,
1u3oA01,simplefold_100M,uniform,36.0,62,0.500781774520874,,,56.03501687533911,0.0060297122157084,
1u3oA01,simplefold_100M,uniform,59.0,62,0.7687220573425293,,,34.2019780171768,0.0195032525613285,
1u3oA01,simplefold_100M,uniform,100.0,62,1.3159029483795166,,,2.2678513694359976,0.6718788180755921,
1u3oA01,simplefold_100M,uniform,171.0,62,2.1429996490478516,,,2.315648285056581,0.6707573490630161,
1u3oA01,simplefold_100M,uniform,250.0,62,3.195512056350708,,,2.428784905972097,0.660282335213726,
1u3oA01,simplefold_100M,adaptive,0.0,62,5.956435203552246,0.0,500.0,2.571299161727185,0.6584639542970299,
1u3oA01,simplefold_100M,adaptive,0.01,62,2.579145908355713,0.602,199.0,2.566945462744612,0.6590230040674095,0.0141486749799098
1u3oA01,simplefold_100M,adaptive,0.05,62,1.0687448978424072,0.87,65.0,2.5504313696586007,0.6588723399427026,0.0715780873382041
1u3oA01,simplefold_100M,adaptive,0.1,62,0.7996261119842529,0.922,39.0,2.551360512504587,0.6579716863784405,0.464617305148587
1u3oA01,simplefold_100M,adaptive,0.2,62,0.6416378021240234,0.95,25.0,2.616024017548385,0.6387596846842551,1.0846782677922582
1u3oA01,simplefold_100M,adaptive,0.4,62,0.5672750473022461,0.966,17.0,3.1847012466724944,0.5114680194293194,2.2836625537394233
1u3oA01,simplefold_100M,adaptive,0.5,62,0.5351669788360596,0.968,16.0,2.8871616425003284,0.5822239687764793,2.2374285562630187
1u3oA01,simplefold_100M,adaptive,1.0,62,0.4919857978820801,0.976,12.0,8.821339798214868,0.1472993550231434,8.79748333436982
1yc9A02,simplefold_100M,uniform,12.0,83,0.1820521354675293,,,334.25760661284573,0.0001112116458593,
1yc9A02,simplefold_100M,uniform,15.0,83,0.2256298065185547,,,259.691493975335,0.0001903410122059,
1yc9A02,simplefold_100M,uniform,16.0,83,0.2410962581634521,,,243.55780963516108,0.000226017349475,
1yc9A02,simplefold_100M,uniform,24.0,83,0.3446319103240967,,,142.57742398381745,0.0009411362603604,
1yc9A02,simplefold_100M,uniform,36.0,83,0.5300211906433105,,,29.97690685142544,0.0461723464828654,
1yc9A02,simplefold_100M,uniform,59.0,83,0.8550341129302979,,,7.779207524808812,0.2529305282414125,
1yc9A02,simplefold_100M,uniform,100.0,83,1.4623310565948486,,,6.040343625815881,0.3879917017143001,
1yc9A02,simplefold_100M,uniform,171.0,83,2.4364678859710693,,,5.927577944558181,0.3792103801068638,
1yc9A02,simplefold_100M,uniform,250.0,83,3.632499217987061,,,6.083411157762855,0.3664626149380063,
1yc9A02,simplefold_100M,adaptive,0.0,83,6.631680965423584,0.0,500.0,6.093206053592673,0.3993738287591286,
1yc9A02,simplefold_100M,adaptive,0.01,83,2.4659597873687744,0.656,172.0,6.109166746185656,0.3983965584809651,0.3599233071517612
1yc9A02,simplefold_100M,adaptive,0.05,83,1.1090350151062012,0.884,58.0,6.152745573878625,0.404146128254042,1.1266718369497704
1yc9A02,simplefold_100M,adaptive,0.1,83,0.8070468902587891,0.93,35.0,6.8670047606710805,0.3121118805338178,3.0737299325622853
1yc9A02,simplefold_100M,adaptive,0.2,83,0.6382589340209961,0.954,23.0,7.038377968972145,0.3033321998228475,3.0405044441646965
1yc9A02,simplefold_100M,adaptive,0.4,83,0.5645341873168945,0.966,17.0,6.952397396609888,0.3380726251411297,4.200080261842898
1yc9A02,simplefold_100M,adaptive,0.5,83,0.5426092147827148,0.97,15.0,7.357563508074652,0.3059168676278659,4.997831037653774
1yc9A02,simplefold_100M,adaptive,1.0,83,0.505119800567627,0.976,12.0,11.989426645297874,0.1394580066770364,10.371011849581787
3rsiB01,simplefold_100M,uniform,12.0,64,0.1406278610229492,,,352.97916568670524,6.920105918297307e-05,
3rsiB01,simplefold_100M,uniform,15.0,64,0.1878092288970947,,,273.3959435677865,0.0001230459445028,
3rsiB01,simplefold_100M,uniform,16.0,64,0.2177290916442871,,,255.68885018563049,0.000147000523275,
3rsiB01,simplefold_100M,uniform,24.0,64,0.3031790256500244,,,109.91307792727156,0.0031644997033769,
3rsiB01,simplefold_100M,uniform,36.0,64,0.4323899745941162,,,10.339918768080176,0.1564401566575292,
3rsiB01,simplefold_100M,uniform,59.0,64,0.7419722080230713,,,0.8064686892751476,0.9399708064173043,
3rsiB01,simplefold_100M,uniform,100.0,64,1.1808750629425049,,,0.8409420674538255,0.9365936443531954,
3rsiB01,simplefold_100M,uniform,171.0,64,2.130565881729126,,,0.8529727077663216,0.9333434260807818,
3rsiB01,simplefold_100M,uniform,250.0,64,3.0596110820770264,,,0.8507209008174026,0.9351706863089004,
3rsiB01,simplefold_100M,adaptive,0.0,64,5.613489151000977,0.0,500.0,0.9422732648707778,0.9190192251667976,
3rsiB01,simplefold_100M,adaptive,0.01,64,2.35025405883789,0.622,189.0,0.9445375133787024,0.9188510549723644,0.0134408587597963
3rsiB01,simplefold_100M,adaptive,0.05,64,1.0329327583312988,0.874,63.0,0.9618628223457362,0.9164805878375352,0.0625155111307913
3rsiB01,simplefold_100M,adaptive,0.1,64,0.7552280426025391,0.924,38.0,0.9695694761432584,0.916414414444386,0.0951263315069155
3rsiB01,simplefold_100M,adaptive,0.2,64,0.6253008842468262,0.95,25.0,1.098851987820998,0.8901319538964814,0.5581234831266635
3rsiB01,simplefold_100M,adaptive,0.4,64,0.5378351211547852,0.968,16.0,3.096508458547312,0.5249758049947111,3.120815328765278
3rsiB01,simplefold_100M,adaptive,0.5,64,0.5221529006958008,0.972,14.0,7.135804141719711,0.2082715412021031,7.070985836694977
3rsiB01,simplefold_100M,adaptive,1.0,64,0.4796512126922607,0.976,12.0,9.778157581170182,0.1416287499922978,9.878753438678876
1x6fA00,simplefold_100M,uniform,12.0,88,0.1736953258514404,,,321.12061267638074,0.0001668608238992,
1x6fA00,simplefold_100M,uniform,15.0,88,0.2176010608673095,,,219.61989019773432,0.0004557570533191,
1x6fA00,simplefold_100M,uniform,16.0,88,0.2430388927459716,,,212.26843955087665,0.001035107147687,
1x6fA00,simplefold_100M,uniform,24.0,88,0.3605968952178955,,,118.41156427731435,0.0015407701626938,
1x6fA00,simplefold_100M,uniform,36.0,88,0.5463969707489014,,,32.495288814273444,0.056899895701643,
1x6fA00,simplefold_100M,uniform,59.0,88,0.9046459197998048,,,19.895307560830165,0.0619964694734766,
1x6fA00,simplefold_100M,uniform,100.0,88,1.4257700443267822,,,21.03161249537684,0.052844087824222,
1x6fA00,simplefold_100M,uniform,171.0,88,2.473936080932617,,,17.903826100541266,0.0523475526578776,
1x6fA00,simplefold_100M,uniform,250.0,88,3.7039811611175537,,,16.757153419986416,0.0671029031678759,
1x6fA00,simplefold_100M,adaptive,0.0,88,6.757936954498291,0.0,500.0,17.75203476316504,0.0532104377601096,
1x6fA00,simplefold_100M,adaptive,0.01,88,2.4011809825897217,0.672,164.0,17.80803710803063,0.0533219737133304,0.3502119814528988
1x6fA00,simplefold_100M,adaptive,0.05,88,1.0795891284942627,0.892,54.0,17.628501830145694,0.0552383077007797,1.196446361452891
1x6fA00,simplefold_100M,adaptive,0.1,88,0.8230528831481934,0.934,33.0,17.50064586947699,0.0536685644463723,2.342134847107628
1x6fA00,simplefold_100M,adaptive,0.2,88,0.6391916275024414,0.956,22.0,17.38387086903918,0.0544466021897473,3.2442809376354567
1x6fA00,simplefold_100M,adaptive,0.4,88,0.5554728507995605,0.968,16.0,17.40994647694297,0.0562618128255181,4.661146129840855
1x6fA00,simplefold_100M,adaptive,0.5,88,0.5562219619750977,0.97,15.0,16.876275539491097,0.0700804240445465,4.389050439537693
1x6fA00,simplefold_100M,adaptive,1.0,88,0.5100159645080566,0.976,12.0,17.603084713834473,0.0659961802595643,6.37176354791562
1ibtC00,simplefold_100M,uniform,12.0,76,0.1770780086517334,,,329.8563256317358,9.716764016367896e-05,
1ibtC00,simplefold_100M,uniform,15.0,76,0.2206161022186279,,,254.5028992052856,0.0001667545939493,
1ibtC00,simplefold_100M,uniform,16.0,76,0.239434003829956,,,231.1866399786872,0.000207277606617,
1ibtC00,simplefold_100M,uniform,24.0,76,0.3851680755615234,,,109.67550147936478,0.0018530533536688,
1ibtC00,simplefold_100M,uniform,36.0,76,0.5294909477233887,,,15.393361720081476,0.0664698668815125,
1ibtC00,simplefold_100M,uniform,59.0,76,0.9010119438171388,,,19.442662827674063,0.0445649670102443,
1ibtC00,simplefold_100M,uniform,100.0,76,1.5074539184570312,,,15.65147883153376,0.0828615763295058,
1ibtC00,simplefold_100M,uniform,171.0,76,2.5610389709472656,,,16.63836343337461,0.0866197020516657,
1ibtC00,simplefold_100M,uniform,250.0,76,3.955372095108032,,,15.982904331390854,0.0619091196408212,
1ibtC00,simplefold_100M,adaptive,0.0,76,6.6996331214904785,0.0,500.0,17.22880229382297,0.0450405033168881,
1ibtC00,simplefold_100M,adaptive,0.01,76,2.864418029785156,0.604,198.0,17.221506903233752,0.0450351629602395,0.0540377748562947
